재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		3,862			3,846	3,392
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		116,180,586,125			214,055,274,649	93,600,938,214
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	dart_InterestExpenseFinanceExpense	         이자비용(금융원가)		14,093,324,874			22,877,033,888	14,646,748,935
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	dart_LossesOnForeignCurrencyTransactionsFiancialExpense	         외환차손(금융원가)		92,762,058,215			83,526,245,687	59,410,785,375
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	dart_LossesOnForeignExchangeTranslationsFinancialExpense	         외화환산손실(금융원가)		9,325,203,036			107,651,995,074	19,543,403,904
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		278,645,617,899			150,994,301,571	97,976,113,909
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	dart_GainsOnForeignCurrencyTransactionsFiancialIncome	         외환차익(금융수익)		93,756,660,259			75,593,776,421	68,803,529,076
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	dart_GainsOnForeignExchangeTranslationsFinancialIncome	         외화환산이익(금융수익)		126,384,666,754			12,849,710,143	7,773,065,530
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	dart_InterestIncomeFinanceIncome	         이자수익(금융수익)		58,504,290,886			62,550,815,007	21,399,519,303
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		1,509,174,642,168			1,450,761,836,053	1,080,925,613,636
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		265,104,881,593			237,025,430,972	120,396,129,303
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		638,672,451,980			695,607,943,011	595,319,035,026
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분에 귀속되는 당기순이익(손실)		-118,256,882,176			-58,210,535,382	-69,610,073,665
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		756,929,334,156			753,818,478,393	664,929,108,691
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		903,777,333,573			932,633,373,983	715,715,164,329
손익계산서, 기능별 분류 - 연결	[028050]	삼성E&A	유가증권시장상장법인	721	건축 기술, 엔지니어링 및 관련 기술 서비스업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      수익(매출액)		9,966,551,344,477			10,624,917,993,595	10,054,344,625,186
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		911,096,907,001			808,230,946,594	916,074,023,314
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		56,645,760,073			74,712,692,832	128,850,875,378
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		41,788,200,566			51,359,876,856	27,791,908,765
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		1,101,235,247,315			987,918,526,367	984,481,756,871
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		11,815,899,879,484			11,480,694,731,911	15,334,193,757,477
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         보통주기본주당이익		9,787			8,965	14,218
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         보통주희석주당이익		9,787			8,965	14,218
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		155,471,871,099			138,970,736,852	206,576,130,937
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		329,157,647,683			286,501,829,275	314,608,253,708
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		2,012,332,154,316			1,796,149,472,961	1,900,555,780,185
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		313,260,768,077			284,182,610,344	2,067,621,862
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익		789,501,325,293			701,325,761,022	1,130,012,585,621
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분		32,504,443,484			7,903,749,488	30,267,842,482
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유지분		756,996,881,809			693,422,011,534	1,099,744,743,139
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익		1,102,762,093,370			985,508,371,366	1,132,080,207,483
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		13,828,232,033,800			13,276,844,204,872	17,234,749,537,662
손익계산서, 기능별 분류 - 연결	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAccountedForUsingEquityMethod	      지분법손익		3,121,850,278			6,393,516,373	6,915,094,785
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		32,725,961,000,000			6,566,976,000,000	43,376,630,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		1,960,338,000,000			1,180,448,000,000	1,962,071,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		1,625,229,000,000			1,083,327,000,000	1,790,176,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		81,582,674,000,000			71,979,938,000,000	68,812,960,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		186,562,268,000,000			180,388,580,000,000	190,041,770,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익		4,950			2,131	8,057
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익		4,950			2,131	8,057
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		12,985,684,000,000			12,645,530,000,000	19,027,689,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		16,703,304,000,000			16,100,148,000,000	20,828,995,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		114,308,635,000,000			78,546,914,000,000	112,189,590,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		3,078,383,000,000			-4,480,835,000,000	-9,213,603,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익		34,451,351,000,000			15,487,100,000,000	55,654,077,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분		829,988,000,000			1,013,699,000,000	924,059,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업 소유지분		33,621,363,000,000			14,473,401,000,000	54,730,018,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익		37,529,734,000,000			11,006,265,000,000	46,440,474,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		300,870,903,000,000			258,935,494,000,000	302,231,360,000,000
손익계산서, 기능별 분류 - 연결	[005930]	삼성전자	유가증권시장상장법인	264	통신 및 방송장비 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod	      지분법이익		751,044,000,000			887,550,000,000	1,090,643,000,000
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	dart_NonOperatingExpense	      기타비용		6,064,043,996,336			2,169,702,108,063	2,685,540,610,011
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	dart_NonOperatingIncome	      기타수익		5,425,216,065,374			1,787,245,126,599	3,065,585,006,383
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		502,698,683,088			233,344,768,042	-854,420,950,816
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		8,982,515,873,610			7,363,956,147,068	6,406,887,410,371
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	dart_BasicEarningsLossPerSharePreferredStockFromContinuingOperations	            우선주기본주당순이익(손실)		75			-174	-725
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromContinuingOperations	            보통주기본주당순이익(손실)		75			-174	-725
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		361,844,306,644			289,554,857,359	256,648,732,887
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		182,466,139,257			143,007,780,254	177,150,903,231
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		920,562,045,854			645,473,765,040	-462,219,958,086
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		-369,379,437,494			-140,156,052,309	72,700,541,773
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		53,877,228,765			-155,556,375,770	-627,411,807,133
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분		-9,999,024,794			-7,283,654,040	-7,973,500,106
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분		63,876,253,559			-148,272,721,730	-619,438,307,027
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순손실		-315,502,208,729			-295,712,428,079	-554,711,265,360
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		9,903,077,919,464			8,009,429,912,108	5,944,667,452,285
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_SellingGeneralAndAdministrativeExpense	      판매비와관리비		417,863,362,766			412,128,996,998	392,200,992,730
손익계산서, 기능별 분류 - 연결	[010140]	삼성중공업	유가증권시장상장법인	311	선박 및 보트 건조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfProfitLossOfAssociatesAccountedForUsingEquityMethod	      지분법이익(손실)		5,206,532			-53,137,552	-836,881,260
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		19,991,855,072			17,683,937,036	16,445,205,668
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타이익		1,125,448,095			1,375,195,410	1,020,863,226
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타손실		100,631,757			99,884,143	111,895,303
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		8,374,279,735			7,802,498,353	8,260,540,358
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		162,944,358,487			153,771,930,492	154,095,088,393
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		4,036			7,753	5,339
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		4,036			7,753	5,339
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		17,006,579,152			14,630,336,708	17,628,824,890
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		8,847,101,938			24,298,506,377	20,289,882,033
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		28,366,134,807			25,486,435,389	24,705,746,026
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		1,848,725,616			6,986,998,642	4,914,645,122
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		11,008,468,580			21,640,419,330	15,100,585,612
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업의 소유주에게 귀속되는 당기순이익(손실)		11,008,468,580			21,640,419,330	15,100,585,612
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		12,857,194,196			28,627,417,972	20,015,230,734
손익계산서, 기능별 분류 - 연결	[002170]	삼양통상	유가증권시장상장법인	151	가죽, 가방 및 유사 제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      수익(매출액)		191,310,493,294			179,258,365,881	178,800,834,419
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		10,627,822,764			6,945,255,277	3,605,485,104
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타영업외수익		1,172,150,839			914,714,161	2,137,878,437
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타영업외비용		593,210,003			12,105,801,817	20,928,634,790
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		17,626,720,502			17,032,686,657	16,329,362,451
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	entity00129235_IncomeLossFromAssociatesOfIncomeStatementAbstract	      관계기업에 대한 지분법 손익		296,976,630			35,161,674	-12,110,423
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		138,887,955,070			133,925,624,147	134,512,998,727
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		4,443			-3,667	-9,446
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		4,443			-3,667	-9,446
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		3,196,923,620			3,634,296,455	2,729,156,270
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		2,256,125,593			1,373,009,027	1,361,177,628
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		28,254,543,266			23,977,941,934	19,934,847,555
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용		2,546,048,197			179,655,222	653,779,736
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		8,016,894,006			-6,651,613,355	-17,219,140,050
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	         비지배지분순이익(손실)		0			0	0
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	         지배기업소유주지분순이익(손실)		8,016,894,006			-6,651,613,355	-17,219,140,050
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		10,562,942,203			-6,471,958,133	-16,565,360,314
손익계산서, 기능별 분류 - 연결	[004450]	삼화왕관	유가증권시장상장법인	259	기타 금속 가공제품 제조업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		167,142,498,336			157,903,566,081	154,447,846,282
손익계산서, 기능별 분류 - 연결	[003100]	선광	코스닥시장상장법인	529	기타 운송관련 서비스업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		36,374,328,619			39,087,432,544	26,761,774,363
손익계산서, 기능별 분류 - 연결	[003100]	선광	코스닥시장상장법인	529	기타 운송관련 서비스업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		1,951,665,069			1,241,255,702	1,729,631,662
손익계산서, 기능별 분류 - 연결	[003100]	선광	코스닥시장상장법인	529	기타 운송관련 서비스업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		495,058,347			2,316,769,262	6,596,314,629
손익계산서, 기능별 분류 - 연결	[003100]	선광	코스닥시장상장법인	529	기타 운송관련 서비스업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		20,209,704,891			17,860,656,365	21,325,367,943
